number,street,city,latGold,lonGold,geoapi_id,request_id,lat,long,accuracy,public_place
206,RUA BENEDITO PEREIRA,SAO PAULO,-23.486346,-46.734616,MapBox,13709,-23.668772,-46.652932,0.795556,RUA BENEDITO PEREIRA
206,RUA BENEDITO PEREIRA,SAO PAULO,-23.486346,-46.734616,TomTom,13709,-23.48613,-46.73364,14.2824602127,RUA BENEDITO PEREIRA
115,LOUREIRO DE APOLO,SAO PAULO,-23.482793,-46.729372,OpenRouteService,13710,-23.570533,-46.663713,0.6,LOUREIRO DE APOLO
115,LOUREIRO DE APOLO,SAO PAULO,-23.482793,-46.729372,Google,13710,-23.4826322,-46.7294345,,LOUREIRO DE APOLO
115,LOUREIRO DE APOLO,SAO PAULO,-23.482793,-46.729372,MapBox,13710,-23.4814154,-46.7295715,0.74,LOUREIRO DE APOLO
115,LOUREIRO DE APOLO,SAO PAULO,-23.482793,-46.729372,TomTom,13710,-23.48263,-46.72932,14.2179908752,LOUREIRO DE APOLO
675,MENOTTI LAUDISIO,SAO PAULO,-23.484094,-46.728612,MapBox,13711,-23.4821478,-46.7242758,0.670952,MENOTTI LAUDISIO
675,MENOTTI LAUDISIO,SAO PAULO,-23.484094,-46.728612,TomTom,13711,-23.4824,-46.72507,11.9079704285,MENOTTI LAUDISIO
675,MENOTTI LAUDISIO,SAO PAULO,-23.484094,-46.728612,Google,13711,-23.4821882,-46.7246128,,MENOTTI LAUDISIO
675,MENOTTI LAUDISIO,SAO PAULO,-23.484094,-46.728612,OpenRouteService,13711,-20.489613,-47.42802,1.0,MENOTTI LAUDISIO
553,MENOTTI LAUDISIO,SAO PAULO,-23.483184,-46.728066,MapBox,13712,-23.4821478,-46.7242758,0.670952,MENOTTI LAUDISIO
553,MENOTTI LAUDISIO,SAO PAULO,-23.483184,-46.728066,OpenRouteService,13712,-20.489613,-47.42802,1.0,MENOTTI LAUDISIO
553,MENOTTI LAUDISIO,SAO PAULO,-23.483184,-46.728066,TomTom,13712,-23.48237,-46.72562,11.9079704285,MENOTTI LAUDISIO
553,MENOTTI LAUDISIO,SAO PAULO,-23.483184,-46.728066,Google,13712,-23.4819877,-46.7259113,,MENOTTI LAUDISIO
      1751,AGENOR COUTO DE MAGALHAES,SAO PAULO,-23.47115,-46.743459,MapBox,13713,-23.4783255,-46.7404376,0.685062,AGENOR COUTO DE MAGALHAES
      1751,AGENOR COUTO DE MAGALHAES,SAO PAULO,-23.47115,-46.743459,OpenRouteService,13713,-23.570533,-46.663713,0.6,AGENOR COUTO DE MAGALHAES
      1751,AGENOR COUTO DE MAGALHAES,SAO PAULO,-23.47115,-46.743459,Google,13713,-23.4714956,-46.74322129999999,,AGENOR COUTO DE MAGALHAES
651,RUA STEFANO MAUSER,SAO PAULO,-23.475607,-46.73893,MapBox,13714,-23.475286,-46.737539,0.795556,RUA STEFANO MAUSER
651,RUA STEFANO MAUSER,SAO PAULO,-23.475607,-46.73893,Google,13714,-23.4734888,-46.73599309999999,,RUA STEFANO MAUSER
651,RUA STEFANO MAUSER,SAO PAULO,-23.475607,-46.73893,TomTom,13714,-23.47508,-46.73795,12.5686864853,RUA STEFANO MAUSER
651,RUA STEFANO MAUSER,SAO PAULO,-23.475607,-46.73893,OpenRouteService,13714,-23.475848,-46.739443,0.8,RUA STEFANO MAUSER
100,RUA EDEN,SAO PAULO,-23.589132,-46.727016,MapBox,13715,-23.589668,-46.726853,0.787619,RUA EDEN
100,RUA EDEN,SAO PAULO,-23.589132,-46.727016,TomTom,13715,-23.58909,-46.727,11.9583129883,RUA EDEN
100,RUA EDEN,SAO PAULO,-23.589132,-46.727016,Google,13715,-23.5895628,-46.7274092,,RUA EDEN
100,RUA EDEN,SAO PAULO,-23.589132,-46.727016,OpenRouteService,13715,-23.591292,-46.726563,0.8,RUA EDEN
        31,PARNAIBA,SAO PAULO,-23.589255,-46.726013,OpenRouteService,13716,-23.570533,-46.663713,0.6,PARNAIBA
        31,PARNAIBA,SAO PAULO,-23.589255,-46.726013,MapBox,13716,-23.476034,-46.428339,0.71963,PARNAIBA
        31,PARNAIBA,SAO PAULO,-23.589255,-46.726013,Google,13716,-23.5893278,-46.72596009999999,,PARNAIBA
44,CABEDELO,SAO PAULO,-23.589766,-46.723316,Google,13717,-23.5873527,-46.7252048,,CABEDELO
44,CABEDELO,SAO PAULO,-23.589766,-46.723316,TomTom,13717,-23.58716,-46.72516,9.6567392349,CABEDELO
44,CABEDELO,SAO PAULO,-23.589766,-46.723316,OpenRouteService,13717,-20.489613,-47.42802,1.0,CABEDELO
44,CABEDELO,SAO PAULO,-23.589766,-46.723316,MapBox,13717,-23.5887551,-46.7240607,0.66037,CABEDELO
       146,JORGE JOAO SAAD,SAO PAULO,-23.587914,-46.723765,OpenRouteService,13718,-23.570533,-46.663713,0.6,JORGE JOAO SAAD
       146,JORGE JOAO SAAD,SAO PAULO,-23.587914,-46.723765,MapBox,13718,-23.588653,-46.722749,0.795556,JORGE JOAO SAAD
       146,JORGE JOAO SAAD,SAO PAULO,-23.587914,-46.723765,Google,13718,-23.5881576,-46.7237824,,JORGE JOAO SAAD
2718,AVENIDA PROFESSOR FRANCISCO MORATO,SAO PAULO,-23.586786,-46.725075,MapBox,13719,-23.593917,-46.7358,0.801728,AVENIDA PROFESSOR FRANCISCO MORATO
2718,AVENIDA PROFESSOR FRANCISCO MORATO,SAO PAULO,-23.586786,-46.725075,Google,13719,-23.5846118,-46.7251668,,AVENIDA PROFESSOR FRANCISCO MORATO
2718,AVENIDA PROFESSOR FRANCISCO MORATO,SAO PAULO,-23.586786,-46.725075,TomTom,13719,-23.58672,-46.72498,16.2342300415,AVENIDA PROFESSOR FRANCISCO MORATO
2718,AVENIDA PROFESSOR FRANCISCO MORATO,SAO PAULO,-23.586786,-46.725075,OpenRouteService,13719,-23.591108,-46.730898,0.8,AVENIDA PROFESSOR FRANCISCO MORATO
        35,ALCOBACA,SAO PAULO,-23.592914,-46.721667,OpenRouteService,13720,-23.570533,-46.663713,0.6,ALCOBACA
        35,ALCOBACA,SAO PAULO,-23.592914,-46.721667,MapBox,13720,-23.594614,-46.7220057,0.66037,ALCOBACA
        35,ALCOBACA,SAO PAULO,-23.592914,-46.721667,Google,13720,-23.5930928,-46.7217181,,ALCOBACA
       349,OSWALDO TEIXEIRA,SAO PAULO,-23.590564,-46.720476,MapBox,13721,-23.518528,-46.841134,0.685185,OSWALDO TEIXEIRA
       349,OSWALDO TEIXEIRA,SAO PAULO,-23.590564,-46.720476,OpenRouteService,13721,-23.570533,-46.663713,0.6,OSWALDO TEIXEIRA
       349,OSWALDO TEIXEIRA,SAO PAULO,-23.590564,-46.720476,Google,13721,-23.5896437,-46.7189921,,OSWALDO TEIXEIRA
513,LICIO MARCONDES DO AMARAL,SAO PAULO,-23.587913,-46.722251,MapBox,13722,-23.587764,-46.722111,0.801728,LICIO MARCONDES DO AMARAL
513,LICIO MARCONDES DO AMARAL,SAO PAULO,-23.587913,-46.722251,Google,13722,-23.5879311,-46.7221425,,LICIO MARCONDES DO AMARAL
513,LICIO MARCONDES DO AMARAL,SAO PAULO,-23.587913,-46.722251,TomTom,13722,-23.58812,-46.72198,16.3333148956,LICIO MARCONDES DO AMARAL
513,LICIO MARCONDES DO AMARAL,SAO PAULO,-23.587913,-46.722251,OpenRouteService,13722,-23.570533,-46.663713,0.6,LICIO MARCONDES DO AMARAL
488,RUA DOUTOR CLOVIS DE OLIVEIRA,SAO PAULO,-23.587399,-46.719451,MapBox,13723,-23.587325,-46.7195,0.806667,RUA DOUTOR CLOVIS DE OLIVEIRA
488,RUA DOUTOR CLOVIS DE OLIVEIRA,SAO PAULO,-23.587399,-46.719451,Google,13723,-23.5892949,-46.7186344,,RUA DOUTOR CLOVIS DE OLIVEIRA
488,RUA DOUTOR CLOVIS DE OLIVEIRA,SAO PAULO,-23.587399,-46.719451,TomTom,13723,-23.5893,-46.71868,18.5325260162,RUA DOUTOR CLOVIS DE OLIVEIRA
488,RUA DOUTOR CLOVIS DE OLIVEIRA,SAO PAULO,-23.587399,-46.719451,OpenRouteService,13723,-23.588306,-46.718973,0.8,RUA DOUTOR CLOVIS DE OLIVEIRA
488,CLOVIS DE OLIVEIRA DOUTOR,SAO PAULO,-23.585485,-46.720652,OpenRouteService,13724,-20.489613,-47.42802,1.0,CLOVIS DE OLIVEIRA DOUTOR
488,CLOVIS DE OLIVEIRA DOUTOR,SAO PAULO,-23.585485,-46.720652,TomTom,13724,-23.5893,-46.71868,16.1795463562,CLOVIS DE OLIVEIRA DOUTOR
488,CLOVIS DE OLIVEIRA DOUTOR,SAO PAULO,-23.585485,-46.720652,MapBox,13724,-23.587325,-46.7195,0.685062,CLOVIS DE OLIVEIRA DOUTOR
488,CLOVIS DE OLIVEIRA DOUTOR,SAO PAULO,-23.585485,-46.720652,Google,13724,-23.5885077,-46.7188604,,CLOVIS DE OLIVEIRA DOUTOR
30,PRACA IMPRENSA PAULISTA,SAO PAULO,-23.582857,-46.723971,OpenRouteService,13725,-23.570533,-46.663713,0.6,PRACA IMPRENSA PAULISTA
30,PRACA IMPRENSA PAULISTA,SAO PAULO,-23.582857,-46.723971,MapBox,13725,-23.583199,-46.723732,0.795556,PRACA IMPRENSA PAULISTA
30,PRACA IMPRENSA PAULISTA,SAO PAULO,-23.582857,-46.723971,TomTom,13725,-23.46105,-46.7183,11.4994335175,PRACA IMPRENSA PAULISTA
30,PRACA IMPRENSA PAULISTA,SAO PAULO,-23.582857,-46.723971,Google,13725,-23.5882152,-46.6167682,,PRACA IMPRENSA PAULISTA
309,RUA OSCAR PINHEIRO COELHO,SAO PAULO,-23.581986,-46.719008,OpenRouteService,13726,-23.582818,-46.718559,0.8,RUA OSCAR PINHEIRO COELHO
309,RUA OSCAR PINHEIRO COELHO,SAO PAULO,-23.581986,-46.719008,TomTom,13726,-23.5821,-46.71894,16.4244728088,RUA OSCAR PINHEIRO COELHO
309,RUA OSCAR PINHEIRO COELHO,SAO PAULO,-23.581986,-46.719008,MapBox,13726,-23.5829166,-46.7185128,0.752346,RUA OSCAR PINHEIRO COELHO
309,RUA OSCAR PINHEIRO COELHO,SAO PAULO,-23.581986,-46.719008,Google,13726,-23.5821346,-46.7189694,,RUA OSCAR PINHEIRO COELHO
350,RUA DOMINGOS BARBIERI,SAO PAULO,-23.579119,-46.720706,Google,13727,-23.5767152,-46.7207799,,RUA DOMINGOS BARBIERI
350,RUA DOMINGOS BARBIERI,SAO PAULO,-23.579119,-46.720706,TomTom,13727,-23.57664,-46.72074,14.2824602127,RUA DOMINGOS BARBIERI
350,RUA DOMINGOS BARBIERI,SAO PAULO,-23.579119,-46.720706,MapBox,13727,-23.57666,-46.720545,0.795556,RUA DOMINGOS BARBIERI
350,RUA DOMINGOS BARBIERI,SAO PAULO,-23.579119,-46.720706,OpenRouteService,13727,-23.576806,-46.720789,0.8,RUA DOMINGOS BARBIERI
124,RUA ANTONIO ADIB CHAMMAS,SAO PAULO,-23.576597,-46.719965,OpenRouteService,13728,-23.576676,-46.720235,0.8,RUA ANTONIO ADIB CHAMMAS
124,RUA ANTONIO ADIB CHAMMAS,SAO PAULO,-23.576597,-46.719965,Google,13728,-23.5763775,-46.72023919999999,,RUA ANTONIO ADIB CHAMMAS
124,RUA ANTONIO ADIB CHAMMAS,SAO PAULO,-23.576597,-46.719965,TomTom,13728,-23.57676,-46.72021,16.2342300415,RUA ANTONIO ADIB CHAMMAS
124,RUA ANTONIO ADIB CHAMMAS,SAO PAULO,-23.576597,-46.719965,MapBox,13728,-23.576358,-46.720246,0.801728,RUA ANTONIO ADIB CHAMMAS
223,RUA DOM ARMANDO LOMBARDI,SAO PAULO,-23.5912,-46.718823,OpenRouteService,13729,-23.587337,-46.720632,0.8,RUA DOM ARMANDO LOMBARDI
223,RUA DOM ARMANDO LOMBARDI,SAO PAULO,-23.5912,-46.718823,Google,13729,-23.5875992,-46.7205224,,RUA DOM ARMANDO LOMBARDI
223,RUA DOM ARMANDO LOMBARDI,SAO PAULO,-23.5912,-46.718823,MapBox,13729,-23.587576,-46.720527,0.801728,RUA DOM ARMANDO LOMBARDI
223,RUA DOM ARMANDO LOMBARDI,SAO PAULO,-23.5912,-46.718823,TomTom,13729,-23.58747,-46.72033,16.4244728088,RUA DOM ARMANDO LOMBARDI
348,RUA JOSE JANNARELLI,SAO PAULO,-23.590317,-46.71661,Google,13730,-23.5878229,-46.71825680000001,,RUA JOSE JANNARELLI
348,RUA JOSE JANNARELLI,SAO PAULO,-23.590317,-46.71661,OpenRouteService,13730,-23.584911,-46.719466,0.8,RUA JOSE JANNARELLI
348,RUA JOSE JANNARELLI,SAO PAULO,-23.590317,-46.71661,TomTom,13730,-23.58778,-46.71815,14.2824602127,RUA JOSE JANNARELLI
348,RUA JOSE JANNARELLI,SAO PAULO,-23.590317,-46.71661,MapBox,13730,-23.588661,-46.717504,0.795556,RUA JOSE JANNARELLI
621,RUA JOSE JANNARELLI,SAO PAULO,-23.588074,-46.718027,TomTom,13731,-23.59024,-46.71654,14.2824602127,RUA JOSE JANNARELLI
621,RUA JOSE JANNARELLI,SAO PAULO,-23.588074,-46.718027,OpenRouteService,13731,-23.584911,-46.719466,0.8,RUA JOSE JANNARELLI
621,RUA JOSE JANNARELLI,SAO PAULO,-23.588074,-46.718027,MapBox,13731,-23.5888911,-46.7172804,0.74,RUA JOSE JANNARELLI
621,RUA JOSE JANNARELLI,SAO PAULO,-23.588074,-46.718027,Google,13731,-23.5901522,-46.7165091,,RUA JOSE JANNARELLI
37,RUA AMELIA CORREA FONTES GUIMARAES,SAO PAULO,-23.587843,-46.717133,Google,13732,-23.5879541,-46.7170695,,RUA AMELIA CORREA FONTES GUIMARAES
37,RUA AMELIA CORREA FONTES GUIMARAES,SAO PAULO,-23.587843,-46.717133,TomTom,13732,-23.58796,-46.71703,18.010175705,RUA AMELIA CORREA FONTES GUIMARAES
37,RUA AMELIA CORREA FONTES GUIMARAES,SAO PAULO,-23.587843,-46.717133,MapBox,13732,-23.588355,-46.71841,0.806667,RUA AMELIA CORREA FONTES GUIMARAES
37,RUA AMELIA CORREA FONTES GUIMARAES,SAO PAULO,-23.587843,-46.717133,OpenRouteService,13732,-23.588829,-46.719454,0.8,RUA AMELIA CORREA FONTES GUIMARAES
150-16,CAMPOS DO JORDAO,SAO PAULO,-23.582595,-46.717828,TomTom,13733,-22.71818,-45.58135,15.0985326767,CAMPOS DO JORDAO
150-16,CAMPOS DO JORDAO,SAO PAULO,-23.582595,-46.717828,MapBox,13733,-23.6225303,-46.430841,0.74,CAMPOS DO JORDAO
150-16,CAMPOS DO JORDAO,SAO PAULO,-23.582595,-46.717828,Google,13733,-23.5825195,-46.7178374,,CAMPOS DO JORDAO
150-16,CAMPOS DO JORDAO,SAO PAULO,-23.582595,-46.717828,OpenRouteService,13733,-20.489613,-47.42802,1.0,CAMPOS DO JORDAO
186,RUA TRONA CONSTANZO,SAO PAULO,-23.583078,-46.715911,TomTom,13734,-23.58091,-46.71918,12.0475168228,RUA TRONA CONSTANZO
186,RUA TRONA CONSTANZO,SAO PAULO,-23.583078,-46.715911,MapBox,13734,-23.5814465,-46.7195739,0.74,RUA TRONA CONSTANZO
186,RUA TRONA CONSTANZO,SAO PAULO,-23.583078,-46.715911,OpenRouteService,13734,-23.580729,-46.718913,0.8,RUA TRONA CONSTANZO
186,RUA TRONA CONSTANZO,SAO PAULO,-23.583078,-46.715911,Google,13734,-23.5809083,-46.7192763,,RUA TRONA CONSTANZO
405,JOAO BATISTA DE SOUSA FILHO,SAO PAULO,-23.582364,-46.714934,MapBox,13735,-23.578751,-46.715378,0.806667,JOAO BATISTA DE SOUSA FILHO
405,JOAO BATISTA DE SOUSA FILHO,SAO PAULO,-23.582364,-46.714934,TomTom,13735,-23.57972,-46.71572,18.4222736359,JOAO BATISTA DE SOUSA FILHO
405,JOAO BATISTA DE SOUSA FILHO,SAO PAULO,-23.582364,-46.714934,OpenRouteService,13735,-23.570533,-46.663713,0.6,JOAO BATISTA DE SOUSA FILHO
405,JOAO BATISTA DE SOUSA FILHO,SAO PAULO,-23.582364,-46.714934,Google,13735,-23.5791629,-46.7158403,,JOAO BATISTA DE SOUSA FILHO
23,PRACA MARCELO TUPINAMBA,SAO PAULO,-23.578486,-46.714925,OpenRouteService,13736,-23.57844,-46.714942,0.8,PRACA MARCELO TUPINAMBA
23,PRACA MARCELO TUPINAMBA,SAO PAULO,-23.578486,-46.714925,TomTom,13736,-23.57841,-46.71491,14.2754888535,PRACA MARCELO TUPINAMBA
23,PRACA MARCELO TUPINAMBA,SAO PAULO,-23.578486,-46.714925,Google,13736,-23.5784625,-46.7147831,,PRACA MARCELO TUPINAMBA
23,PRACA MARCELO TUPINAMBA,SAO PAULO,-23.578486,-46.714925,MapBox,13736,-23.57844,-46.714941,0.795556,PRACA MARCELO TUPINAMBA
58,RUA ANTONIO MARIANI,SAO PAULO,-23.576857,-46.714109,Google,13737,-23.576083,-46.7158781,,RUA ANTONIO MARIANI
58,RUA ANTONIO MARIANI,SAO PAULO,-23.576857,-46.714109,MapBox,13737,-23.576245,-46.715728,0.795556,RUA ANTONIO MARIANI
58,RUA ANTONIO MARIANI,SAO PAULO,-23.576857,-46.714109,OpenRouteService,13737,-23.576279,-46.720693,0.8,RUA ANTONIO MARIANI
58,RUA ANTONIO MARIANI,SAO PAULO,-23.576857,-46.714109,TomTom,13737,-23.57622,-46.71579,14.2824602127,RUA ANTONIO MARIANI
60,RUA MARIO GESSULO,SAO PAULO,-23.575591,-46.724501,Google,13738,-23.5753283,-46.7249939,,RUA MARIO GESSULO
60,RUA MARIO GESSULO,SAO PAULO,-23.575591,-46.724501,TomTom,13738,-23.57545,-46.72419,13.80610466,RUA MARIO GESSULO
60,RUA MARIO GESSULO,SAO PAULO,-23.575591,-46.724501,MapBox,13738,-23.575669,-46.724691,0.786528,RUA MARIO GESSULO
60,RUA MARIO GESSULO,SAO PAULO,-23.575591,-46.724501,OpenRouteService,13738,-23.570533,-46.663713,0.6,RUA MARIO GESSULO
       281,JERONIMO FRANCA,SAO PAULO,-23.571272,-46.726887,OpenRouteService,13739,-23.570852,-46.726395,0.8,JERONIMO FRANCA
       281,JERONIMO FRANCA,SAO PAULO,-23.571272,-46.726887,MapBox,13739,-23.5504951,-46.7930078,0.759048,JERONIMO FRANCA
       281,JERONIMO FRANCA,SAO PAULO,-23.571272,-46.726887,Google,13739,-23.5700963,-46.7257436,,JERONIMO FRANCA
91,RUA BARROSO NETO,SAO PAULO,-23.571582,-46.722961,TomTom,13740,-23.57176,-46.72324,14.2824602127,RUA BARROSO NETO
91,RUA BARROSO NETO,SAO PAULO,-23.571582,-46.722961,MapBox,13740,-23.571803,-46.722987,0.795556,RUA BARROSO NETO
91,RUA BARROSO NETO,SAO PAULO,-23.571582,-46.722961,OpenRouteService,13740,-23.571814,-46.722986,0.8,RUA BARROSO NETO
91,RUA BARROSO NETO,SAO PAULO,-23.571582,-46.722961,Google,13740,-23.5717145,-46.72297760000001,,RUA BARROSO NETO
0425,RUA ANTONIO MARIANI,SAO PAULO,-23.576178,-46.717832,OpenRouteService,13741,-23.576279,-46.720693,0.8,RUA ANTONIO MARIANI
0425,RUA ANTONIO MARIANI,SAO PAULO,-23.576178,-46.717832,TomTom,13741,-23.5761,-46.71754,12.5686864853,RUA ANTONIO MARIANI
0425,RUA ANTONIO MARIANI,SAO PAULO,-23.576178,-46.717832,Google,13741,-23.5763648,-46.7184613,,RUA ANTONIO MARIANI
0425,RUA ANTONIO MARIANI,SAO PAULO,-23.576178,-46.717832,MapBox,13741,-23.576093,-46.719753,0.795556,RUA ANTONIO MARIANI
215,AVENIDA CORIFEU AZEVEDO MARQUES,SAO PAULO,-23.570057,-46.716917,TomTom,13742,-23.57007,-46.71696,16.3401527405,AVENIDA CORIFEU AZEVEDO MARQUES
215,AVENIDA CORIFEU AZEVEDO MARQUES,SAO PAULO,-23.570057,-46.716917,OpenRouteService,13742,-23.573379,-46.736834,0.8,AVENIDA CORIFEU AZEVEDO MARQUES
215,AVENIDA CORIFEU AZEVEDO MARQUES,SAO PAULO,-23.570057,-46.716917,Google,13742,-23.5701503,-46.7169353,,AVENIDA CORIFEU AZEVEDO MARQUES
215,AVENIDA CORIFEU AZEVEDO MARQUES,SAO PAULO,-23.570057,-46.716917,MapBox,13742,-23.569985,-46.716977,0.801728,AVENIDA CORIFEU AZEVEDO MARQUES
1285,AVENIDA VITAL BRASIL,SAO PAULO,-23.56886,-46.716205,TomTom,13743,-23.56883,-46.71626,14.1170272827,AVENIDA VITAL BRASIL
1285,AVENIDA VITAL BRASIL,SAO PAULO,-23.56886,-46.716205,MapBox,13743,-23.568629,-46.716793,0.795556,AVENIDA VITAL BRASIL
1285,AVENIDA VITAL BRASIL,SAO PAULO,-23.56886,-46.716205,OpenRouteService,13743,-23.568759,-46.716377,0.8,AVENIDA VITAL BRASIL
1285,AVENIDA VITAL BRASIL,SAO PAULO,-23.56886,-46.716205,Google,13743,-23.5690155,-46.716203,,AVENIDA VITAL BRASIL
1260,AVENIDA DOUTOR VITAL BRASIL,SAO PAULO,-23.568792,-46.71575,TomTom,13744,-22.8875,-48.4545,16.0088539124,AVENIDA DOUTOR VITAL BRASIL
1260,AVENIDA DOUTOR VITAL BRASIL,SAO PAULO,-23.568792,-46.71575,Google,13744,-23.5681411,-46.7159855,,AVENIDA DOUTOR VITAL BRASIL
1260,AVENIDA DOUTOR VITAL BRASIL,SAO PAULO,-23.568792,-46.71575,OpenRouteService,13744,-23.570533,-46.663713,0.6,AVENIDA DOUTOR VITAL BRASIL
1260,AVENIDA DOUTOR VITAL BRASIL,SAO PAULO,-23.568792,-46.71575,MapBox,13744,-23.6592068,-46.6072964803427,0.692469,AVENIDA DOUTOR VITAL BRASIL
14200,RODOVIA RAPOSO TAVARES,SAO PAULO,-23.57332,-46.712808,TomTom,13745,-23.49601,-47.38396,13.994348526,RODOVIA RAPOSO TAVARES
14200,RODOVIA RAPOSO TAVARES,SAO PAULO,-23.57332,-46.712808,OpenRouteService,13745,-23.58558,-46.753917,0.8,RODOVIA RAPOSO TAVARES
14200,RODOVIA RAPOSO TAVARES,SAO PAULO,-23.57332,-46.712808,MapBox,13745,-23.585863,-46.753992,0.795556,RODOVIA RAPOSO TAVARES
14200,RODOVIA RAPOSO TAVARES,SAO PAULO,-23.57332,-46.712808,Google,13745,-23.585509,-46.7540703,,RODOVIA RAPOSO TAVARES
1540,RUA ALVARENGA,SAO PAULO,-23.568594,-46.711755,Google,13746,-23.5682116,-46.711476,,RUA ALVARENGA
1540,RUA ALVARENGA,SAO PAULO,-23.568594,-46.711755,OpenRouteService,13746,-23.568224,-46.711573,0.8,RUA ALVARENGA
1540,RUA ALVARENGA,SAO PAULO,-23.568594,-46.711755,TomTom,13746,-23.56847,-46.7116,12.0984487534,RUA ALVARENGA
1540,RUA ALVARENGA,SAO PAULO,-23.568594,-46.711755,MapBox,13746,-23.568418,-46.711589,0.787619,RUA ALVARENGA
200,AVENIDA DONA UNIVERSIDADE,SAO PAULO,-23.563791,-46.715005,OpenRouteService,13747,-23.570533,-46.663713,0.6,AVENIDA DONA UNIVERSIDADE
200,AVENIDA DONA UNIVERSIDADE,SAO PAULO,-23.563791,-46.715005,Google,13747,-23.563299,-46.714953,,AVENIDA DONA UNIVERSIDADE
200,AVENIDA DONA UNIVERSIDADE,SAO PAULO,-23.563791,-46.715005,MapBox,13747,-21.250234,-48.303014,0.558981,AVENIDA DONA UNIVERSIDADE
200,AVENIDA DONA UNIVERSIDADE,SAO PAULO,-23.563791,-46.715005,TomTom,13747,-23.58285,-46.63008,10.6042261124,AVENIDA DONA UNIVERSIDADE
      2331,ALVARENGA,SAO PAULO,-23.561592,-46.711927,MapBox,13748,-23.563343,-46.711894,0.71963,ALVARENGA
      2331,ALVARENGA,SAO PAULO,-23.561592,-46.711927,OpenRouteService,13748,-23.570533,-46.663713,0.6,ALVARENGA
      2331,ALVARENGA,SAO PAULO,-23.561592,-46.711927,Google,13748,-23.6950329,-46.6532038,,ALVARENGA
630,AVENIDA ENGENHEIRO OSCAR AMERICANO,SAO PAULO,-23.589864,-46.701847,Google,13749,-23.5900509,-46.7027027,,AVENIDA ENGENHEIRO OSCAR AMERICANO
630,AVENIDA ENGENHEIRO OSCAR AMERICANO,SAO PAULO,-23.589864,-46.701847,OpenRouteService,13749,-23.594864,-46.707101,0.8,AVENIDA ENGENHEIRO OSCAR AMERICANO
630,AVENIDA ENGENHEIRO OSCAR AMERICANO,SAO PAULO,-23.589864,-46.701847,MapBox,13749,-23.589893,-46.702126,0.801728,AVENIDA ENGENHEIRO OSCAR AMERICANO
630,AVENIDA ENGENHEIRO OSCAR AMERICANO,SAO PAULO,-23.589864,-46.701847,TomTom,13749,-23.59012,-46.70261,16.4244728088,AVENIDA ENGENHEIRO OSCAR AMERICANO
101,PRAÇA PROFESSOR AMERICO DE MOURA,SAO PAULO,-23.586266,-46.697633,OpenRouteService,13750,-23.570533,-46.663713,0.6,PRAÇA PROFESSOR AMERICO DE MOURA
101,PRAÇA PROFESSOR AMERICO DE MOURA,SAO PAULO,-23.586266,-46.697633,TomTom,13750,-23.58586,-46.69832,16.8750305176,PRAÇA PROFESSOR AMERICO DE MOURA
101,PRAÇA PROFESSOR AMERICO DE MOURA,SAO PAULO,-23.586266,-46.697633,MapBox,13750,-23.6136014,-46.7100733,0.618889,PRAÇA PROFESSOR AMERICO DE MOURA
101,PRAÇA PROFESSOR AMERICO DE MOURA,SAO PAULO,-23.586266,-46.697633,Google,13750,-23.5861762,-46.6985725,,PRAÇA PROFESSOR AMERICO DE MOURA
158,RUA MIRAGAIA,SAO PAULO,-23.574,-46.707584,TomTom,13751,-23.57383,-46.70726,12.0984487534,RUA MIRAGAIA
158,RUA MIRAGAIA,SAO PAULO,-23.574,-46.707584,MapBox,13751,-23.574591,-46.708094,0.787619,RUA MIRAGAIA
158,RUA MIRAGAIA,SAO PAULO,-23.574,-46.707584,OpenRouteService,13751,-23.575684,-46.708146,0.8,RUA MIRAGAIA
158,RUA MIRAGAIA,SAO PAULO,-23.574,-46.707584,Google,13751,-23.5738848,-46.7074137,,RUA MIRAGAIA
77,RUA ENGENHEIRO BIANOR,SAO PAULO,-23.570459,-46.707862,Google,13752,-23.570883,-46.70818209999999,,RUA ENGENHEIRO BIANOR
77,RUA ENGENHEIRO BIANOR,SAO PAULO,-23.570459,-46.707862,OpenRouteService,13752,-23.570884,-46.708203,0.8,RUA ENGENHEIRO BIANOR
77,RUA ENGENHEIRO BIANOR,SAO PAULO,-23.570459,-46.707862,TomTom,13752,-23.5708,-46.70794,14.2824602127,RUA ENGENHEIRO BIANOR
77,RUA ENGENHEIRO BIANOR,SAO PAULO,-23.570459,-46.707862,MapBox,13752,-23.570885,-46.708153,0.795556,RUA ENGENHEIRO BIANOR
49,MONTE CASTELO,SAO PAULO,-23.569565,-46.707831,MapBox,13753,-23.4337383,-46.775987,0.724127,MONTE CASTELO
49,MONTE CASTELO,SAO PAULO,-23.569565,-46.707831,OpenRouteService,13753,-20.489613,-47.42802,1.0,MONTE CASTELO
49,MONTE CASTELO,SAO PAULO,-23.569565,-46.707831,TomTom,13753,-23.56946,-46.70784,12.0405454636,MONTE CASTELO
49,MONTE CASTELO,SAO PAULO,-23.569565,-46.707831,Google,13753,-23.4332638,-46.7761068,,MONTE CASTELO
135,RUA BENTO FRIAS,SAO PAULO,-23.574264,-46.701869,OpenRouteService,13754,-23.573545,-46.702491,0.8,RUA BENTO FRIAS
135,RUA BENTO FRIAS,SAO PAULO,-23.574264,-46.701869,MapBox,13754,-23.41606,-46.502342,0.801111,RUA BENTO FRIAS
